"ano";"COD_DANE_DPTO_D";"DEPARTAMENTO_D";"COD_DANE_MUNIC_D";"MUNICIPIO_D";"quinquenio";"clase";"sexo";"poblacion"
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"30-34";"Cabecera Municipal";"hombres";476
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"30-34";"Cabecera Municipal";"mujeres";464
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"30-34";"Centros Poblados y Rural Disperso";"hombres";285
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"30-34";"Centros Poblados y Rural Disperso";"mujeres";261
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"35-39";"Cabecera Municipal";"hombres";439
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"35-39";"Cabecera Municipal";"mujeres";444
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"35-39";"Centros Poblados y Rural Disperso";"hombres";272
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"35-39";"Centros Poblados y Rural Disperso";"mujeres";251
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"40-44";"Cabecera Municipal";"hombres";361
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"40-44";"Cabecera Municipal";"mujeres";379
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"40-44";"Centros Poblados y Rural Disperso";"hombres";252
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"40-44";"Centros Poblados y Rural Disperso";"mujeres";223
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"45-49";"Cabecera Municipal";"hombres";292
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"45-49";"Cabecera Municipal";"mujeres";300
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"45-49";"Centros Poblados y Rural Disperso";"hombres";207
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"45-49";"Centros Poblados y Rural Disperso";"mujeres";185
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"5-9";"Cabecera Municipal";"hombres";846
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"5-9";"Cabecera Municipal";"mujeres";796
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"5-9";"Centros Poblados y Rural Disperso";"hombres";468
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"5-9";"Centros Poblados y Rural Disperso";"mujeres";440
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"50-54";"Cabecera Municipal";"hombres";254
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"50-54";"Cabecera Municipal";"mujeres";235
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"50-54";"Centros Poblados y Rural Disperso";"hombres";154
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"50-54";"Centros Poblados y Rural Disperso";"mujeres";137
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"55-59";"Cabecera Municipal";"hombres";214
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"55-59";"Cabecera Municipal";"mujeres";192
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"55-59";"Centros Poblados y Rural Disperso";"hombres";123
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"55-59";"Centros Poblados y Rural Disperso";"mujeres";103
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"60-64";"Cabecera Municipal";"hombres";175
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"60-64";"Cabecera Municipal";"mujeres";154
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"60-64";"Centros Poblados y Rural Disperso";"hombres";101
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"60-64";"Centros Poblados y Rural Disperso";"mujeres";82
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"65-69";"Cabecera Municipal";"hombres";142
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"65-69";"Cabecera Municipal";"mujeres";135
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"65-69";"Centros Poblados y Rural Disperso";"hombres";94
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"65-69";"Centros Poblados y Rural Disperso";"mujeres";72
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"70-74";"Cabecera Municipal";"hombres";105
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"70-74";"Cabecera Municipal";"mujeres";106
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"70-74";"Centros Poblados y Rural Disperso";"hombres";82
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"70-74";"Centros Poblados y Rural Disperso";"mujeres";61
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"75-79";"Cabecera Municipal";"hombres";72
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"75-79";"Cabecera Municipal";"mujeres";76
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"75-79";"Centros Poblados y Rural Disperso";"hombres";53
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"75-79";"Centros Poblados y Rural Disperso";"mujeres";43
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"80+";"Cabecera Municipal";"hombres";70
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"80+";"Cabecera Municipal";"mujeres";85
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"80+";"Centros Poblados y Rural Disperso";"hombres";73
2000;"08";"ATLÁNTICO";"08606";"REPELÓN";"80+";"Centros Poblados y Rural Disperso";"mujeres";63
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"0-4";"Cabecera Municipal";"hombres";1228
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"0-4";"Cabecera Municipal";"mujeres";1146
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"0-4";"Centros Poblados y Rural Disperso";"hombres";72
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"0-4";"Centros Poblados y Rural Disperso";"mujeres";87
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"10-14";"Cabecera Municipal";"hombres";1144
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"10-14";"Cabecera Municipal";"mujeres";1070
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"10-14";"Centros Poblados y Rural Disperso";"hombres";67
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"10-14";"Centros Poblados y Rural Disperso";"mujeres";62
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"15-19";"Cabecera Municipal";"hombres";1070
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"15-19";"Cabecera Municipal";"mujeres";996
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"15-19";"Centros Poblados y Rural Disperso";"hombres";62
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"15-19";"Centros Poblados y Rural Disperso";"mujeres";53
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"20-24";"Cabecera Municipal";"hombres";967
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"20-24";"Cabecera Municipal";"mujeres";928
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"20-24";"Centros Poblados y Rural Disperso";"hombres";57
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"20-24";"Centros Poblados y Rural Disperso";"mujeres";50
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"25-29";"Cabecera Municipal";"hombres";864
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"25-29";"Cabecera Municipal";"mujeres";847
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"25-29";"Centros Poblados y Rural Disperso";"hombres";56
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"25-29";"Centros Poblados y Rural Disperso";"mujeres";50
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"30-34";"Cabecera Municipal";"hombres";835
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"30-34";"Cabecera Municipal";"mujeres";841
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"30-34";"Centros Poblados y Rural Disperso";"hombres";60
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"30-34";"Centros Poblados y Rural Disperso";"mujeres";40
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"35-39";"Cabecera Municipal";"hombres";779
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"35-39";"Cabecera Municipal";"mujeres";790
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"35-39";"Centros Poblados y Rural Disperso";"hombres";57
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"35-39";"Centros Poblados y Rural Disperso";"mujeres";41
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"40-44";"Cabecera Municipal";"hombres";652
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"40-44";"Cabecera Municipal";"mujeres";656
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"40-44";"Centros Poblados y Rural Disperso";"hombres";53
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"40-44";"Centros Poblados y Rural Disperso";"mujeres";35
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"45-49";"Cabecera Municipal";"hombres";507
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"45-49";"Cabecera Municipal";"mujeres";526
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"45-49";"Centros Poblados y Rural Disperso";"hombres";43
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"45-49";"Centros Poblados y Rural Disperso";"mujeres";25
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"5-9";"Cabecera Municipal";"hombres";1233
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"5-9";"Cabecera Municipal";"mujeres";1148
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"5-9";"Centros Poblados y Rural Disperso";"hombres";70
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"5-9";"Centros Poblados y Rural Disperso";"mujeres";78
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"50-54";"Cabecera Municipal";"hombres";388
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"50-54";"Cabecera Municipal";"mujeres";421
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"50-54";"Centros Poblados y Rural Disperso";"hombres";29
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"50-54";"Centros Poblados y Rural Disperso";"mujeres";16
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"55-59";"Cabecera Municipal";"hombres";288
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"55-59";"Cabecera Municipal";"mujeres";321
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"55-59";"Centros Poblados y Rural Disperso";"hombres";21
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"55-59";"Centros Poblados y Rural Disperso";"mujeres";10
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"60-64";"Cabecera Municipal";"hombres";222
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"60-64";"Cabecera Municipal";"mujeres";244
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"60-64";"Centros Poblados y Rural Disperso";"hombres";15
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"60-64";"Centros Poblados y Rural Disperso";"mujeres";8
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"65-69";"Cabecera Municipal";"hombres";178
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"65-69";"Cabecera Municipal";"mujeres";188
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"65-69";"Centros Poblados y Rural Disperso";"hombres";10
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"65-69";"Centros Poblados y Rural Disperso";"mujeres";5
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"70-74";"Cabecera Municipal";"hombres";135
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"70-74";"Cabecera Municipal";"mujeres";142
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"70-74";"Centros Poblados y Rural Disperso";"hombres";7
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"70-74";"Centros Poblados y Rural Disperso";"mujeres";0
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"75-79";"Cabecera Municipal";"hombres";90
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"75-79";"Cabecera Municipal";"mujeres";111
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"75-79";"Centros Poblados y Rural Disperso";"hombres";5
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"75-79";"Centros Poblados y Rural Disperso";"mujeres";0
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"80+";"Cabecera Municipal";"hombres";94
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"80+";"Cabecera Municipal";"mujeres";128
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"80+";"Centros Poblados y Rural Disperso";"hombres";8
2000;"08";"ATLÁNTICO";"08634";"SABANAGRANDE";"80+";"Centros Poblados y Rural Disperso";"mujeres";0
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"0-4";"Cabecera Municipal";"hombres";3024
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"0-4";"Cabecera Municipal";"mujeres";2883
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"0-4";"Centros Poblados y Rural Disperso";"hombres";1340
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"0-4";"Centros Poblados y Rural Disperso";"mujeres";1252
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"10-14";"Cabecera Municipal";"hombres";2644
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"10-14";"Cabecera Municipal";"mujeres";2614
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"10-14";"Centros Poblados y Rural Disperso";"hombres";1074
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"10-14";"Centros Poblados y Rural Disperso";"mujeres";1008
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"15-19";"Cabecera Municipal";"hombres";2495
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"15-19";"Cabecera Municipal";"mujeres";2469
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"15-19";"Centros Poblados y Rural Disperso";"hombres";993
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"15-19";"Centros Poblados y Rural Disperso";"mujeres";958
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"20-24";"Cabecera Municipal";"hombres";2188
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"20-24";"Cabecera Municipal";"mujeres";2245
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"20-24";"Centros Poblados y Rural Disperso";"hombres";889
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"20-24";"Centros Poblados y Rural Disperso";"mujeres";897
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"25-29";"Cabecera Municipal";"hombres";1885
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"25-29";"Cabecera Municipal";"mujeres";1996
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"25-29";"Centros Poblados y Rural Disperso";"hombres";800
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"25-29";"Centros Poblados y Rural Disperso";"mujeres";801
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"30-34";"Cabecera Municipal";"hombres";1814
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"30-34";"Cabecera Municipal";"mujeres";1971
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"30-34";"Centros Poblados y Rural Disperso";"hombres";767
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"30-34";"Centros Poblados y Rural Disperso";"mujeres";759
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"35-39";"Cabecera Municipal";"hombres";1723
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"35-39";"Cabecera Municipal";"mujeres";1880
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"35-39";"Centros Poblados y Rural Disperso";"hombres";714
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"35-39";"Centros Poblados y Rural Disperso";"mujeres";706
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"40-44";"Cabecera Municipal";"hombres";1484
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"40-44";"Cabecera Municipal";"mujeres";1617
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"40-44";"Centros Poblados y Rural Disperso";"hombres";648
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"40-44";"Centros Poblados y Rural Disperso";"mujeres";609
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"45-49";"Cabecera Municipal";"hombres";1240
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"45-49";"Cabecera Municipal";"mujeres";1353
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"45-49";"Centros Poblados y Rural Disperso";"hombres";545
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"45-49";"Centros Poblados y Rural Disperso";"mujeres";499
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"5-9";"Cabecera Municipal";"hombres";2775
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"5-9";"Cabecera Municipal";"mujeres";2738
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"5-9";"Centros Poblados y Rural Disperso";"hombres";1183
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"5-9";"Centros Poblados y Rural Disperso";"mujeres";1141
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"50-54";"Cabecera Municipal";"hombres";1031
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"50-54";"Cabecera Municipal";"mujeres";1116
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"50-54";"Centros Poblados y Rural Disperso";"hombres";408
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"50-54";"Centros Poblados y Rural Disperso";"mujeres";367
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"55-59";"Cabecera Municipal";"hombres";828
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"55-59";"Cabecera Municipal";"mujeres";879
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"55-59";"Centros Poblados y Rural Disperso";"hombres";311
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"55-59";"Centros Poblados y Rural Disperso";"mujeres";283
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"60-64";"Cabecera Municipal";"hombres";655
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"60-64";"Cabecera Municipal";"mujeres";683
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"60-64";"Centros Poblados y Rural Disperso";"hombres";235
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"60-64";"Centros Poblados y Rural Disperso";"mujeres";209
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"65-69";"Cabecera Municipal";"hombres";525
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"65-69";"Cabecera Municipal";"mujeres";562
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"65-69";"Centros Poblados y Rural Disperso";"hombres";203
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"65-69";"Centros Poblados y Rural Disperso";"mujeres";179
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"70-74";"Cabecera Municipal";"hombres";397
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"70-74";"Cabecera Municipal";"mujeres";448
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"70-74";"Centros Poblados y Rural Disperso";"hombres";171
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"70-74";"Centros Poblados y Rural Disperso";"mujeres";152
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"75-79";"Cabecera Municipal";"hombres";268
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"75-79";"Cabecera Municipal";"mujeres";333
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"75-79";"Centros Poblados y Rural Disperso";"hombres";119
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"75-79";"Centros Poblados y Rural Disperso";"mujeres";117
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"80+";"Cabecera Municipal";"hombres";274
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"80+";"Cabecera Municipal";"mujeres";380
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"80+";"Centros Poblados y Rural Disperso";"hombres";105
2000;"08";"ATLÁNTICO";"08638";"SABANALARGA";"80+";"Centros Poblados y Rural Disperso";"mujeres";118
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"0-4";"Cabecera Municipal";"hombres";594
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"0-4";"Cabecera Municipal";"mujeres";587
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"0-4";"Centros Poblados y Rural Disperso";"hombres";86
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"0-4";"Centros Poblados y Rural Disperso";"mujeres";92
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"10-14";"Cabecera Municipal";"hombres";518
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"10-14";"Cabecera Municipal";"mujeres";497
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"10-14";"Centros Poblados y Rural Disperso";"hombres";85
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"10-14";"Centros Poblados y Rural Disperso";"mujeres";79
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"15-19";"Cabecera Municipal";"hombres";502
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"15-19";"Cabecera Municipal";"mujeres";459
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"15-19";"Centros Poblados y Rural Disperso";"hombres";85
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"15-19";"Centros Poblados y Rural Disperso";"mujeres";72
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"20-24";"Cabecera Municipal";"hombres";458
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"20-24";"Cabecera Municipal";"mujeres";418
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"20-24";"Centros Poblados y Rural Disperso";"hombres";80
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"20-24";"Centros Poblados y Rural Disperso";"mujeres";66
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"25-29";"Cabecera Municipal";"hombres";405
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"25-29";"Cabecera Municipal";"mujeres";378
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"25-29";"Centros Poblados y Rural Disperso";"hombres";75
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"25-29";"Centros Poblados y Rural Disperso";"mujeres";65
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"30-34";"Cabecera Municipal";"hombres";391
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"30-34";"Cabecera Municipal";"mujeres";379
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"30-34";"Centros Poblados y Rural Disperso";"hombres";74
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"30-34";"Centros Poblados y Rural Disperso";"mujeres";70
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"35-39";"Cabecera Municipal";"hombres";356
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"35-39";"Cabecera Municipal";"mujeres";353
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"35-39";"Centros Poblados y Rural Disperso";"hombres";66
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"35-39";"Centros Poblados y Rural Disperso";"mujeres";69
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"40-44";"Cabecera Municipal";"hombres";274
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"40-44";"Cabecera Municipal";"mujeres";279
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"40-44";"Centros Poblados y Rural Disperso";"hombres";60
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"40-44";"Centros Poblados y Rural Disperso";"mujeres";59
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"45-49";"Cabecera Municipal";"hombres";199
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"45-49";"Cabecera Municipal";"mujeres";211
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"45-49";"Centros Poblados y Rural Disperso";"hombres";57
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"45-49";"Centros Poblados y Rural Disperso";"mujeres";41
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"5-9";"Cabecera Municipal";"hombres";548
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"5-9";"Cabecera Municipal";"mujeres";567
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"5-9";"Centros Poblados y Rural Disperso";"hombres";86
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"5-9";"Centros Poblados y Rural Disperso";"mujeres";86
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"50-54";"Cabecera Municipal";"hombres";150
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"50-54";"Cabecera Municipal";"mujeres";161
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"50-54";"Centros Poblados y Rural Disperso";"hombres";40
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"50-54";"Centros Poblados y Rural Disperso";"mujeres";22
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"55-59";"Cabecera Municipal";"hombres";118
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"55-59";"Cabecera Municipal";"mujeres";133
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"55-59";"Centros Poblados y Rural Disperso";"hombres";25
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"55-59";"Centros Poblados y Rural Disperso";"mujeres";17
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"60-64";"Cabecera Municipal";"hombres";111
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"60-64";"Cabecera Municipal";"mujeres";113
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"60-64";"Centros Poblados y Rural Disperso";"hombres";16
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"60-64";"Centros Poblados y Rural Disperso";"mujeres";14
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"65-69";"Cabecera Municipal";"hombres";105
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"65-69";"Cabecera Municipal";"mujeres";100
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"65-69";"Centros Poblados y Rural Disperso";"hombres";15
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"65-69";"Centros Poblados y Rural Disperso";"mujeres";10
2000;"08";"ATLÁNTICO";"08675";"SANTA LUCÍA";"70-74";"Cabecera Municipal";"hombres";80
